customer_id,name,email,phone,city,province,registration_date,gender,age_group
CUST0103,Rio Aprilia,rioaprilia425@gmail.com,081268536153,Jakarta,DKI Jakarta,2022-10-15,Male,45+
CUST0104,Maulana Hasanah,maulanahasanah141@yahoo.com,081247277901,Jakarta,DKI Jakarta,2022-06-09,Male,18-24
CUST0105,Hasna Utami,hasnautami434@gmail.com,,Padang,Sumatera Barat,2021-05-09,Female,18-24
CUST0106,Teguh Sembiring,teguhsembiring648@gmail.com,,Palembang,Sumatera Selatan,2024-03-14,Male,25-34
CUST0107,Bambang Hutapea,bambanghutapea70@outlook.com,085888880670,Depok,Jawa Barat,2023-02-04,Male,25-34
CUST0108,Putri Aprilia,putriaprilia751@yahoo.com,089519520585,Yogyakarta,DI Yogyakarta,2024-11-03,Female,25-34
CUST0109,Ridho Wardani,ridhowardani65@yahoo.com,089670430305,Malang,Jawa Timur,2023-11-22,Male,25-34
CUST0110,Putra Hakim,putrahakim772@gmail.com,089534505415,Bogor,Jawa Barat,2023-03-31,Male,35-44
CUST0111,Rendi Hasanah,rendihasanah509@yahoo.com,089675841616,Pontianak,Kalimantan Barat,2022-01-05,Male,25-34
CUST0112,Rina Putri,rinaputri314@outlook.com,085796275705,Pontianak,Kalimantan Barat,2023-06-10,Female,25-34
CUST0113,Agus Hidayat,agushidayat373@gmail.com,085820297021,Palembang,Sumatera Selatan,2024-08-14,Male,25-34
CUST0114,Risma Pratama,rismapratama158@gmail.com,089575571928,Tangerang,Banten,2023-03-27,Female,25-34
CUST0115,Nia Wijaya,niawijaya512@yahoo.com,085868144739,Malang,Jawa Timur,2024-11-22,Female,45+
CUST0116,Nia Lestari,nialestari463@gmail.com,082171551884,Malang,Jawa Timur,2021-11-19,Female,35-44
CUST0117,Ridho Wardani,ridhowardani521@outlook.com,082213237058,Manado,Sulawesi Utara,2023-01-26,Male,25-34
CUST0118,Fajar Cahyani,fajarcahyani68@gmail.com,085267866912,Bekasi,Jawa Barat,2024-08-08,Male,18-24
CUST0119,Naila Aprilia,nailaaprilia900@yahoo.com,085892268018,Makassar,Sulawesi Selatan,2022-09-15,Female,18-24
CUST0120,Fatimah Hartono,fatimahhartono971@outlook.com,085841438424,Pontianak,Kalimantan Barat,2023-12-29,Female,18-24
CUST0121,Aji Sari,ajisari176@yahoo.com,089599590010,Manado,Sulawesi Utara,2022-06-27,Male,35-44
CUST0122,Pandu Cahyani,panducahyani510@gmail.com,089584473647,Bandung,Jawa Barat,2024-11-11,Male,18-24
CUST0123,Hana Simbolon,hanasimbolon349@yahoo.com,087825556258,Balikpapan,Kalimantan Timur,2021-08-06,Female,25-34
CUST0124,Tika Sinaga,tikasinaga145@yahoo.com,081304696325,Manado,Sulawesi Utara,2022-10-03,Female,18-24
CUST0125,Aulia Simbolon,auliasimbolon901@gmail.com,085270168733,Manado,Sulawesi Utara,2022-12-24,Female,18-24
CUST0126,Olivia Pohan,oliviapohan550@outlook.com,081216245650,Depok,Jawa Barat,2021-04-15,Female,25-34
CUST0127,Melati Fauzi,melatifauzi396@gmail.com,085878499121,Depok,Jawa Barat,2023-02-04,Female,35-44
CUST0128,Kirana Anggraini,kiranaanggraini617@yahoo.com,085868000257,Banjarmasin,Kalimantan Selatan,2023-07-25,Female,18-24
CUST0129,Fajar Putri,fajarputri327@gmail.com,082169495888,Pekanbaru,Riau,2024-12-22,Male,25-34
CUST0130,Dewi Ramadhan,dewiramadhan690@outlook.com,,Manado,Sulawesi Utara,2022-04-12,Female,35-44
CUST0131,Reza Hutapea,rezahutapea794@gmail.com,085623091307,Bekasi,Jawa Barat,2023-05-08,Male,18-24
CUST0132,Pandu Siregar,pandusiregar943@gmail.com,085702838578,Depok,Jawa Barat,2022-10-05,Male,45+
CUST0133,Mawar Hasanah,mawarhasanah363@gmail.com,089549733484,Palembang,Sumatera Selatan,2022-09-02,Female,35-44
CUST0134,Rian Manurung,rianmanurung492@outlook.com,085384419866,Tangerang,Banten,2021-10-27,Male,25-34
CUST0135,Fatimah Nugroho,fatimahnugroho947@outlook.com,085747338484,Makassar,Sulawesi Selatan,2021-08-12,Female,25-34
CUST0136,Hadi Setiawan,hadisetiawan232@gmail.com,089530165712,Jakarta,DKI Jakarta,2024-02-02,Male,45+
CUST0137,Karina Pohan,karinapohan667@gmail.com,082245401938,Surabaya,Jawa Timur,2021-12-25,Female,25-34
CUST0138,Eko Iskandar,ekoiskandar191@gmail.com,089640049915,Malang,Jawa Timur,2023-07-20,Male,45+
CUST0139,Zahra Lestari,zahralestari480@gmail.com,085231527420,Bekasi,Jawa Barat,2022-08-28,Female,25-34
CUST0140,Adi Cahyani,adicahyani847@gmail.com,085685161227,Bekasi,Jawa Barat,2022-05-24,Male,18-24
CUST0141,Selvi Rahmawati,selvirahmawati310@outlook.com,087890453017,Malang,Jawa Timur,2021-11-24,Female,25-34
CUST0142,Fatimah Yulianti,fatimahyulianti655@gmail.com,085259332727,Pontianak,Kalimantan Barat,2023-02-05,Female,25-34
CUST0143,Hana Sembiring,hanasembiring781@yahoo.com,082291878519,Medan,Sumatera Utara,2021-05-07,Female,35-44
CUST0144,Yusuf Ginting,yusufginting154@gmail.com,082158713971,Banjarmasin,Kalimantan Selatan,2023-07-02,Male,35-44
CUST0145,Aulia Halim,auliahalim578@gmail.com,081287406403,Manado,Sulawesi Utara,2021-05-30,Female,18-24
CUST0146,Putri Sembiring,putrisembiring958@gmail.com,081370462265,Depok,Jawa Barat,2023-07-08,Female,35-44
CUST0147,Rendi Nugroho,rendinugroho137@gmail.com,089551286823,Jakarta,DKI Jakarta,2021-02-16,Male,45+
CUST0148,Hasna Sembiring,hasnasembiring545@gmail.com,085633752431,Surabaya,Jawa Timur,2024-09-14,Female,25-34
CUST0149,Andi Suryadi,andisuryadi69@yahoo.com,081390790306,Padang,Sumatera Barat,2022-04-25,Male,25-34
CUST0150,Raka Setiawan,rakasetiawan516@yahoo.com,085239599534,Makassar,Sulawesi Selatan,2024-09-14,Male,25-34
CUST0151,Tika Setiawan,tikasetiawan972@gmail.com,087826870568,Bekasi,Jawa Barat,2024-11-27,Female,25-34
CUST0152,Anggun Wardani,anggunwardani485@gmail.com,082234270866,Balikpapan,Kalimantan Timur,2023-12-22,Female,18-24
CUST0153,Fitri Hasanah,fitrihasanah945@gmail.com,085751830469,Pontianak,Kalimantan Barat,2021-03-22,Female,35-44
CUST0154,Sonia Sari,soniasari223@gmail.com,085735403317,Palembang,Sumatera Selatan,2024-11-25,Female,25-34
CUST0155,Anggi Tarigan,anggitarigan795@outlook.com,085267854458,Pekanbaru,Riau,2023-08-13,Female,18-24
CUST0156,Putra Putri,putraputri380@yahoo.com,085360932048,Manado,Sulawesi Utara,2024-04-01,Male,35-44
CUST0157,Sari Hasanah,sarihasanah389@yahoo.com,,Yogyakarta,DI Yogyakarta,2022-12-23,Female,18-24
CUST0158,Indra Wardani,indrawardani658@gmail.com,081280100623,Bandung,Jawa Barat,2024-12-19,Male,18-24
CUST0159,Vivi Ramadhan,viviramadhan633@gmail.com,089597700886,Jakarta,DKI Jakarta,2021-02-04,Female,25-34
CUST0160,Yuli Wijaya,yuliwijaya833@gmail.com,089662118233,Pontianak,Kalimantan Barat,2023-12-15,Female,25-34
CUST0161,Cinta Nugroho,cintanugroho983@outlook.com,085679334101,Depok,Jawa Barat,2023-02-16,Female,25-34
CUST0162,Vania Saputra,vaniasaputra85@yahoo.com,085765918033,Manado,Sulawesi Utara,2023-09-01,Female,25-34
CUST0163,Bintang Rahmawati,bintangrahmawati578@gmail.com,089502503926,Bandung,Jawa Barat,2022-09-05,Male,18-24
CUST0164,Anggun Sembiring,anggunsembiring394@outlook.com,089621850163,Bandung,Jawa Barat,2022-11-29,Female,25-34
CUST0165,Teguh Iskandar,teguhiskandar31@outlook.com,089547735866,Yogyakarta,DI Yogyakarta,2024-10-24,Male,25-34
CUST0166,Vera Cahyani,veracahyani818@outlook.com,082211426265,Tangerang,Banten,2021-08-07,Female,18-24
CUST0167,Rio Ramadhan,rioramadhan105@outlook.com,082112678886,Medan,Sumatera Utara,2021-02-23,Male,18-24
CUST0168,Teguh Utami,teguhutami885@outlook.com,085604661839,Banjarmasin,Kalimantan Selatan,2021-12-14,Male,35-44
CUST0169,Tika Yulianti,tikayulianti505@outlook.com,082112646471,Tangerang,Banten,2022-05-31,Female,45+
CUST0170,Indra Utami,indrautami201@gmail.com,085712406596,Bekasi,Jawa Barat,2023-06-21,Male,25-34
CUST0171,Maulana Utami,maulanautami308@yahoo.com,085393752654,Pekanbaru,Riau,2024-03-25,Male,35-44
CUST0172,Tika Iskandar,tikaiskandar117@outlook.com,087839828073,Padang,Sumatera Barat,2022-08-20,Female,35-44
CUST0173,Mega Manurung,megamanurung649@yahoo.com,085234266179,Pekanbaru,Riau,2024-04-07,Female,25-34
CUST0174,Alya Halim,alyahalim38@gmail.com,085389113529,Surabaya,Jawa Timur,2024-02-28,Female,45+
CUST0175,Aditya Hasanah,adityahasanah109@gmail.com,081214388899,Palembang,Sumatera Selatan,2023-07-02,Male,25-34
CUST0176,Nabila Sari,nabilasari155@gmail.com,085307146112,Tangerang,Banten,2022-10-01,Female,25-34
CUST0177,Bagus Pohan,baguspohan488@outlook.com,081377514010,Bekasi,Jawa Barat,2024-08-20,Male,18-24
CUST0178,Kevin Suryadi,kevinsuryadi179@gmail.com,085825867362,Yogyakarta,DI Yogyakarta,2024-08-04,Male,35-44
CUST0179,Ratna Cahyani,ratnacahyani461@yahoo.com,087866033419,Medan,Sumatera Utara,2024-01-05,Female,18-24
CUST0180,Vivi Kurniawan,vivikurniawan687@outlook.com,085785969691,Tangerang,Banten,2022-12-22,Female,35-44
CUST0181,Bintang Yulianti,bintangyulianti605@gmail.com,081325134125,Makassar,Sulawesi Selatan,2023-11-13,Male,25-34
CUST0182,Irfan Saputri,irfansaputri191@gmail.com,085782827422,Bekasi,Jawa Barat,2023-07-13,Male,25-34
CUST0183,Budi Manurung,budimanurung200@yahoo.com,,Yogyakarta,DI Yogyakarta,2021-06-19,Male,25-34
CUST0184,Doni Fauzi,donifauzi282@gmail.com,082284279788,Medan,Sumatera Utara,2024-03-18,Male,18-24
CUST0185,Faisal Sembiring,faisalsembiring779@gmail.com,089678361340,Padang,Sumatera Barat,2022-06-23,Male,25-34
CUST0186,Rio Kurniawan,riokurniawan215@yahoo.com,089695962923,Semarang,Jawa Tengah,2021-05-02,Male,25-34
CUST0187,Olivia Sembiring,oliviasembiring332@yahoo.com,089644948126,Surabaya,Jawa Timur,2022-07-22,Female,35-44
CUST0188,Wulan Suryadi,wulansuryadi729@yahoo.com,085336729466,Padang,Sumatera Barat,2021-06-04,Female,25-34
CUST0189,Bambang Iskandar,bambangiskandar768@gmail.com,085257759017,Tangerang,Banten,2021-05-10,Male,35-44
CUST0190,Lia Susanti,liasusanti275@gmail.com,085345892975,Surabaya,Jawa Timur,2021-04-05,Female,18-24
CUST0191,Anton Wijaya,antonwijaya952@gmail.com,082177063242,Denpasar,Bali,2021-07-11,Male,35-44
CUST0192,Kirana Maharani,kiranamaharani406@gmail.com,089543611037,Bandung,Jawa Barat,2021-09-29,Female,25-34
CUST0193,Selvi Saputra,selvisaputra713@gmail.com,085316271361,Medan,Sumatera Utara,2021-07-31,Female,25-34
CUST0194,Fajar Saputri,fajarsaputri657@yahoo.com,089521890927,Tangerang,Banten,2022-03-13,Male,25-34
CUST0195,Mega Cahyani,megacahyani881@gmail.com,082211219656,Bekasi,Jawa Barat,2021-10-14,Female,18-24
CUST0196,Hadi Tarigan,haditarigan615@gmail.com,089694043898,Semarang,Jawa Tengah,2023-03-14,Male,25-34
CUST0197,Anggi Manurung,anggimanurung116@gmail.com,082279180552,Depok,Jawa Barat,2024-03-10,Female,25-34
CUST0198,Mira Pohan,mirapohan18@gmail.com,,Malang,Jawa Timur,2024-07-11,Female,35-44
CUST0199,Yoga Iskandar,yogaiskandar656@gmail.com,085889241418,Semarang,Jawa Tengah,2021-11-15,Male,25-34
CUST0200,Vania Hidayat,vaniahidayat716@outlook.com,085630316179,Pontianak,Kalimantan Barat,2021-04-23,Female,25-34
CUST0201,Kevin Wardani,kevinwardani13@gmail.com,089620275884,Yogyakarta,DI Yogyakarta,2023-02-01,Male,18-24
CUST0202,Bayu Kurniawan,bayukurniawan344@gmail.com,085648149177,Banjarmasin,Kalimantan Selatan,2023-01-08,Male,18-24
CUST0203,Reza Ramadhan,rezaramadhan262@yahoo.com,081391380003,Surabaya,Jawa Timur,2023-08-25,Male,25-34
CUST0204,Adi Pratama,adipratama823@gmail.com,089663536541,Manado,Sulawesi Utara,2023-02-03,Male,18-24
CUST0205,Agus Wardani,aguswardani824@yahoo.com,085806174451,Balikpapan,Kalimantan Timur,2023-07-25,Male,18-24
CUST0206,Risma Yulianti,rismayulianti249@gmail.com,085759738320,Bogor,Jawa Barat,2021-02-18,Female,18-24
CUST0207,Alya Saputra,alyasaputra2@outlook.com,089564138367,Surabaya,Jawa Timur,2021-10-19,Female,35-44
CUST0208,Diah Hutapea,diahhutapea718@gmail.com,,Manado,Sulawesi Utara,2024-03-08,Female,18-24
CUST0209,Fajar Suryadi,fajarsuryadi268@outlook.com,085365574313,Makassar,Sulawesi Selatan,2024-04-12,Male,18-24
CUST0210,Selvi Simbolon,selvisimbolon417@outlook.com,081385374741,Bandung,Jawa Barat,2021-11-19,Female,35-44
CUST0211,Fatimah Utami,fatimahutami221@gmail.com,085321356804,Denpasar,Bali,2021-12-23,Female,18-24
CUST0212,Selvi Tarigan,selvitarigan256@gmail.com,081371210032,Semarang,Jawa Tengah,2023-04-01,Female,25-34
CUST0213,Maulana Nugroho,maulananugroho601@gmail.com,085210137215,Medan,Sumatera Utara,2021-03-29,Male,45+
CUST0214,Risma Tanjung,rismatanjung509@gmail.com,081266253244,Padang,Sumatera Barat,2021-11-01,Female,18-24
CUST0215,Hadi Fauzi,hadifauzi422@gmail.com,085870146263,Banjarmasin,Kalimantan Selatan,2022-05-26,Male,25-34
CUST0216,Andi Saputri,andisaputri492@outlook.com,085875985642,Jakarta,DKI Jakarta,2022-10-16,Male,25-34
CUST0217,Vera Rahmawati,verarahmawati829@gmail.com,085785932133,Denpasar,Bali,2023-12-29,Female,35-44
CUST0218,Agus Hartono,agushartono867@gmail.com,085652239559,Jakarta,DKI Jakarta,2024-12-11,Male,35-44
CUST0219,Irfan Anggraini,irfananggraini972@gmail.com,082278427010,Palembang,Sumatera Selatan,2024-05-17,Male,18-24
CUST0220,Siti Hasanah,sitihasanah207@gmail.com,082152500292,Medan,Sumatera Utara,2023-12-14,Female,35-44
CUST0221,Faisal Iskandar,faisaliskandar104@gmail.com,085345226752,Balikpapan,Kalimantan Timur,2024-11-21,Male,35-44
CUST0222,Nanda Hartono,nandahartono835@gmail.com,,Manado,Sulawesi Utara,2021-03-08,Male,18-24
CUST0223,Gita Hartono,gitahartono107@gmail.com,085725135521,Bekasi,Jawa Barat,2023-07-04,Female,18-24
CUST0224,Alya Hidayat,alyahidayat263@outlook.com,081300676267,Depok,Jawa Barat,2022-12-21,Female,25-34
